
CommandNotFoundError: Your shell has not been properly configured to use 'conda activate'.
To initialize your shell, run

    $ conda init <SHELL_NAME>

Currently supported shells are:
  - bash
  - fish
  - tcsh
  - xonsh
  - zsh
  - powershell

See 'conda init --help' for more information and options.

IMPORTANT: You may need to close and restart your shell after running 'conda init'.


Epoch: 0, Train loss: 41.29327137195147, Train accuracy: 0.65625, Test loss: 1.3997065663337707, Test accuracy: 0.8958333730697632
Epoch: 1, Train loss: 10.161797954390446, Train accuracy: 0.9375, Test loss: 1.6826530516147613, Test accuracy: 0.8020833730697632
Epoch: 2, Train loss: 3.8773570146698217, Train accuracy: 0.953125, Test loss: 1.0239101313054562, Test accuracy: 0.9270833730697632
Epoch: 3, Train loss: 3.8761083187583165, Train accuracy: 0.9479166865348816, Test loss: 1.1896871358156205, Test accuracy: 0.9583333730697632
Epoch: 4, Train loss: 1.8282325621933126, Train accuracy: 0.984375, Test loss: 0.9760472446680069, Test accuracy: 0.9479166865348816
Epoch: 5, Train loss: 2.2821963276140966, Train accuracy: 1.0, Test loss: 0.872580024600029, Test accuracy: 0.96875
Epoch: 6, Train loss: 1.7962455911179767, Train accuracy: 0.9921875, Test loss: 1.0668986693024636, Test accuracy: 0.8958333730697632
Epoch: 7, Train loss: 3.6456436407871737, Train accuracy: 1.0, Test loss: 1.2554513484239578, Test accuracy: 0.96875
Epoch: 8, Train loss: 2.824760089891079, Train accuracy: 0.96875, Test loss: 0.7745919331908226, Test accuracy: 0.9375
Epoch: 9, Train loss: 2.8083273876900186, Train accuracy: 0.9947916865348816, Test loss: 0.8522518739104271, Test accuracy: 0.9479166865348816
Epoch: 10, Train loss: 1.7941610710874487, Train accuracy: 0.984375, Test loss: 2.9450901729273027, Test accuracy: 1.0
Epoch: 11, Train loss: 1.7299641236567345, Train accuracy: 1.0, Test loss: 0.8178312346339226, Test accuracy: 0.96875
Epoch: 12, Train loss: 1.1147690606184113, Train accuracy: 0.9921875, Test loss: 1.7318438015878201, Test accuracy: 0.96875
Epoch: 13, Train loss: 1.298517345307538, Train accuracy: 1.0, Test loss: 0.7219921551644802, Test accuracy: 0.9479166865348816
Epoch: 14, Train loss: 1.6565806054008694, Train accuracy: 0.9806034564971924, Test loss: 1.8571327850222588, Test accuracy: 0.9583333730697632
Epoch: 15, Train loss: 1.7215612874820063, Train accuracy: 1.0, Test loss: 0.5591845305636525, Test accuracy: 0.96875
Epoch: 16, Train loss: 1.9276364124499452, Train accuracy: 0.9717286229133606, Test loss: 0.8466672986745835, Test accuracy: 0.9895833730697632
Epoch: 17, Train loss: 1.189897299439718, Train accuracy: 1.0, Test loss: 0.944770485535264, Test accuracy: 0.9270833730697632
Epoch: 18, Train loss: 1.1548712808662691, Train accuracy: 0.984375, Test loss: 1.413836720585823, Test accuracy: 0.9479166865348816
Epoch: 19, Train loss: 0.9659654608456035, Train accuracy: 1.0, Test loss: 0.8127410158514976, Test accuracy: 0.96875
Epoch: 20, Train loss: 1.0556900168721302, Train accuracy: 1.0, Test loss: 0.6472269709222018, Test accuracy: 0.9296875
Epoch: 21, Train loss: 0.8519861029210285, Train accuracy: 1.0, Test loss: 1.8623438119888305, Test accuracy: 0.984375
Epoch: 22, Train loss: 2.476009942173289, Train accuracy: 0.9703947305679321, Test loss: 0.8711666733026504, Test accuracy: 0.9479166865348816
Epoch: 23, Train loss: 1.0362686905353211, Train accuracy: 1.0, Test loss: 1.201975021387625, Test accuracy: 0.984375
Epoch: 24, Train loss: 2.493100777734071, Train accuracy: 1.0, Test loss: 0.886960013397038, Test accuracy: 0.9166666865348816
Epoch: 25, Train loss: 2.134141150993319, Train accuracy: 0.984375, Test loss: 0.6059999948367476, Test accuracy: 0.96875
Epoch: 26, Train loss: 1.0145189822054443, Train accuracy: 1.0, Test loss: 1.2049214921891689, Test accuracy: 0.96875
Epoch: 27, Train loss: 1.0615622567323346, Train accuracy: 1.0, Test loss: 1.0933068066835403, Test accuracy: 0.9479166865348816
Epoch: 28, Train loss: 1.1764223773080187, Train accuracy: 1.0, Test loss: 0.7772953353822232, Test accuracy: 0.9791666865348816
Epoch: 29, Train loss: 0.8890642314635886, Train accuracy: 1.0, Test loss: 0.7506329908967018, Test accuracy: 0.9479166865348816
